Time,Sentiment
1216687,0.018689
1216688,0.0219
1216689,-0.014588
1216690,-0.011881
1216691,0.018907
1216692,0.037654
1216693,0.044582
1216694,0.072311
1216695,0.054016
1216696,0.028469
1216697,0.022703
1216698,-0.004976
1216699,0.025612
1216700,0.014654
1216701,-0.025022
1216702,0.008609
1216703,0.029269
1216704,0.012368
1216705,0.021704
1216706,0.061669
1216707,0.059111
1216708,0.04827
1216709,0.071326
1216710,0.066352
1216711,0.087521
1216712,0.05641
1216713,0.0761
1216714,0.047618
1216715,0.068756
1216716,0.067817
1216717,0.037302
1216718,0.074989
1216719,0.061761
1216720,0.064491
1216721,0.05095
1216722,0.037685
1216723,0.041066
1216724,0.074429
1216725,0.042427
1216726,0.043205
1216727,0.069893
1216728,0.064987
1216729,0.067263
1216730,-0.014998
1216731,0.000756
1216732,0.068626
1216733,0.072386
1216734,0.024546
1216735,0.033683
1216736,0.058524
1216737,0.048211
1216738,0.026975
1216739,0.048128
1216740,0.064126
1216741,0.078599
1216742,0.069841
1216743,0.111805
1216744,0.078809
1216745,0.10309
1216746,0.104987
1216747,0.064627
1216748,0.070927
1216749,0.1093
1216750,0.068713
1216751,0.101032
1216752,0.118539
1216753,0.083185
1216754,0.154028
1216755,0.097718
1216756,0.049351
1216757,0.076744
1216758,0.099353
1216759,0.098083
1216760,0.027068
1216761,0.039796
1216762,0.057507
1216763,0.056063
1216764,0.081902
1216765,0.086466
1216766,0.059694
1216767,0.083017
1216768,0.085663
1216769,0.102602
1216770,0.089824
1216771,0.105903
1216772,0.097769
1216773,0.104422
1216774,0.083637
1216775,0.052303
1216776,0.081031
1216777,0.064344
1216778,0.069685
1216779,0.081788
1216780,0.061698
1216781,0.048081
1216782,0.046063
1216783,0.034434
1216784,0.056916
1216785,0.078868
1216786,0.044738
1216787,0.06347
1216788,0.105841
1216789,0.084281
1216790,0.053172
1216791,0.028916
1216792,0.045838
1216793,0.095113
1216794,0.09038
1216795,0.076619
1216796,0.065386
1216797,0.061949
1216798,0.04799
1216799,0.072354
1216800,0.04499
1216801,0.058295
1216802,0.052164
1216803,0.032428
1216804,0.04679
1216805,0.071861
1216806,0.071368
1216807,0.090179
1216808,0.084887
1216809,0.063651
1216810,0.084668
1216811,0.067358
1216812,0.068511
1216813,0.084094
1216814,0.077273
1216815,0.074363
1216816,0.03735
1216817,0.058627
1216818,0.061456
1216819,0.119571
1216820,0.075359
1216821,0.080459
1216822,0.109199
1216823,0.05416
1216824,0.071725
1216825,0.031512
1216826,0.015259
1216827,0.007763
1216828,0.068055
1216829,0.046722
1216830,0.067322
1216831,0.0923
1216832,0.071888
1216833,0.091013
1216834,0.048153
1216835,0.113677
1216836,0.075505
1216837,0.072303
1216838,0.05926
1216839,0.044055
1216840,0.090988
1216841,0.081855
1216842,0.080371
1216843,0.047221
1216844,0.071432
1216845,0.04663
1216846,0.095884
1216847,0.109909
1216848,0.096862
1216849,0.096168
1216850,0.154454
1216851,0.067446
1216852,0.148462
1216853,0.139519
1216854,0.153217
1216855,0.137542
1216856,0.129425
1216857,0.071914
1216858,0.139064
1216859,0.12007
1216860,0.107393
1216861,0.155407
1216862,0.288977
1216863,0.245622
1216864,0.209875
1216865,0.220544
1216866,0.168498
1216867,0.151352
1216868,0.165217
1216869,0.160139
1216870,0.118772
1216871,0.136528
1216872,0.123041
1216873,0.133547
1216874,0.107255
1216875,0.150289
1216876,0.115132
1216877,0.14895
1216878,0.141552
1216879,0.14353
1216880,0.155588
1217756,0.01853
1217757,0.067839
1217758,0.142597
1217759,0.074875
1217760,0.042717
1217761,0.075244
1217762,0.100308
1217763,0.021427
1217764,0.106074
1217765,0.090351
1217766,0.036921
1217767,0.144457
1217768,0.0984
1217769,0.098329
1217770,0.09182
1217771,0.124844
1217772,0.106852
1217773,0.085533
1217774,0.100867
1217775,0.125114
1217776,0.111777
1217777,0.108903
1217778,0.059271
1217779,0.074398
1217780,0.065927
1217781,0.093706
1217782,0.061546
1217783,0.074356
1217784,0.096577
1217785,0.123473
1217786,0.092216
1217787,0.106753
1217788,0.107302
1217789,0.118211
1217790,0.130246
1217791,0.06841
1217792,0.1429
