Time,Sentiment
1216728,0.067669
1216729,0.129437
1216730,0.077081
1216731,0.056061
1216732,0.053332
1216733,0.072531
1216734,0.04404
1216735,0.044326
1216736,0.087386
1216737,0.069705
1216738,0.024871
1216739,0.095735
1216740,0.059704
1216741,0.094124
1216742,0.054635
1216743,0.057159
1216744,0.080365
1216745,0.040055
1216746,0.060713
1216747,0.057661
1216748,0.027336
1216749,0.066112
1216750,0.044927
1216751,0.087608
1216752,0.083662
1216753,0.04361
1216754,0.069953
1216755,0.070771
1216756,0.048165
1216757,0.006857
1216758,0.07178
1216759,0.055829
1216760,0.067839
1216761,0.047954
1216762,0.067381
1216763,0.045608
1216764,0.147762
1216765,0.148961
1216766,-0.027002
1216767,0.091482
1216768,0.097048
1216769,0.135427
1216770,0.088721
1216771,0.166055
1216772,0.145169
1216773,0.074669
1216774,0.099574
1216775,0.087189
1216776,0.068899
1216777,0.081181
1216778,0.103155
1216779,0.123071
1216780,0.109181
1216781,0.055992
1216782,0.086219
1216783,0.071306
1216784,0.093339
1216785,0.097643
1216786,0.079656
1216787,0.058694
1216788,0.106853
1216789,0.109065
1216790,0.094905
1216791,0.085269
1216792,0.071455
1216793,0.112635
1216794,0.093858
1216795,0.084246
1216796,0.082533
1216797,0.053972
1216798,0.054207
1216799,0.102465
1216800,0.087822
1216801,0.098755
1216802,0.113948
1216803,0.135398
1216804,0.068833
1216805,0.081301
1216806,0.093437
1216807,0.071111
1216808,0.084045
1216809,0.114572
1216810,0.12937
1216811,0.159255
1216812,0.106852
1216813,0.122593
1216814,0.079177
1216815,0.041357
1216816,0.103792
1216817,0.140843
1216818,0.080555
1216819,0.077368
1216820,0.091997
1216821,0.258513
1216822,0.052188
1216823,0.067406
1216824,0.109891
1216825,0.07046
1216826,0.054885
1216827,0.075328
1216828,0.10058
1216829,0.140018
1216830,-0.001916
1216831,-0.002524
1216832,0.033341
1216833,-0.000952
1216834,0.049556
1216835,0.116265
1216836,0.178325
1216837,0.058775
1216838,0.090941
1216839,0.113718
1216840,0.099893
1216841,0.034172
1216842,0.058515
1216843,0.061659
1216844,0.115042
1216845,0.107307
1216846,0.096345
1216847,0.099398
1216848,0.050053
1216849,0.041963
1216850,0.086808
1216851,0.094131
1216852,0.094936
1216853,0.090285
1216854,0.039612
1216855,0.041435
1216856,0.123283
1216857,0.030285
1216858,0.055315
1216859,0.068412
1216860,0.065818
1216861,0.047094
1216862,0.038449
1216863,0.034011
1216864,0.054236
1216865,0.067721
1216866,0.035474
1216867,0.043557
1216868,0.08136
1216869,0.026262
1216870,0.055424
1216871,0.053042
1216872,0.106882
1216873,0.061133
1216874,0.070575
1216875,0.083069
1216876,0.136472
1216877,0.055713
1216878,0.06882
1216879,0.082848
1216880,0.079029
1217756,0.067929
1217757,0.098695
1217758,0.070395
1217759,0.114309
1217760,0.096673
1217761,0.092805
1217762,0.089278
1217763,0.153083
1217764,0.128836
1217765,0.161343
1217766,0.048129
1217767,0.063804
1217768,0.063636
1217769,0.066715
1217770,0.085964
1217771,0.098491
1217772,0.093361
1217773,0.04445
1217774,0.054167
1217775,0.060317
1217776,0.057216
1217777,0.076169
1217778,0.06554
1217779,0.081348
1217780,0.068832
1217781,0.047703
1217782,0.055522
1217783,0.038279
1217784,0.060102
1217785,0.080791
1217786,0.051767
1217787,0.079236
1217788,0.087635
1217789,0.091961
1217790,0.065346
1217791,0.058098
1217792,0.008823
